query_id,supplier_id,industry,archetype,price,lead_time,quality_acceptance_rate,defect_rate,on_time_delivery_rate,past_performance_score,responsiveness_score,financial_stability_score,fulfillment_rate,capacity_reliability_score,has_iso_9001,geo_risk_score,relevance
725,725_6,machinery,specialist,328.35,23,0.957,0.001,0.931,83.8,5,4.64,0.858,2.18,0,2.46,3
725,725_7,machinery,premium,412.33,22,1,0.001,0.971,88.4,4.54,4.45,0.855,3.65,1,2.13,0
725,725_8,machinery,balanced,315.13,28,0.987,0.005,0.896,89.7,4.43,5,0.885,4.46,0,2.38,3
726,726_1,electronics,specialist,265.81,11,0.976,0.001,0.907,83.8,4.77,4.81,0.89,3.46,0,2.19,4
726,726_2,automotive,balanced,163.54,12,0.938,0.017,0.906,87.1,4.17,4.3,0.862,4.07,0,4.53,3
726,726_3,automotive,budget,111.16,11,0.9,0.085,0.888,85.1,3.57,4.65,0.875,1.61,1,3,2
726,726_4,electronics,premium,249.11,8,1,0.001,0.958,82,4.93,4.36,0.92,4,1,1.28,2
726,726_5,automotive,specialist,176.35,15,0.996,0.001,0.949,84.1,4.63,3.69,0.893,3.17,1,2.66,2
726,726_6,electronics,budget,118.84,18,0.936,0.079,0.853,83.8,4.2,3.83,0.821,4.07,1,2.28,4
727,727_1,materials,balanced,69.18,20,1,0.028,0.938,79.5,4.6,3.36,0.771,2.53,1,3.56,3
727,727_2,materials,specialist,113.55,14,1,0.001,0.914,81.7,4.98,4.56,0.821,3.44,0,1.82,2
727,727_3,materials,specialist,113.18,16,1,0.006,0.926,88.1,5,4.88,0.805,3.06,1,2.06,2
727,727_4,materials,specialist,126.63,15,1,0.001,0.99,84.2,4.26,4.78,0.843,4.05,1,2.43,2
727,727_5,materials,budget,64.53,25,0.902,0.08,0.857,92.2,4.54,3.63,0.978,2.54,1,1.47,2
727,727_6,materials,premium,126.69,16,0.993,0.001,0.971,81.3,5,4.37,0.903,2.24,0,3.68,3
727,727_7,materials,specialist,116.04,19,0.985,0.001,0.916,79.8,4.44,3.59,0.889,4.22,1,2.92,3
727,727_8,materials,balanced,78.75,24,0.992,0.016,0.957,82.4,4.03,3.55,0.821,2.3,0,3.59,2
727,727_9,materials,specialist,94.51,16,1,0.001,0.923,79.2,4.36,4.58,0.899,4.58,0,3.32,2
728,728_1,machinery,budget,195.27,36,0.915,0.07,0.9,75,3.78,4.56,1,2.23,1,2.49,2
728,728_2,machinery,budget,218.46,39,0.927,0.075,0.912,91,4.01,3.83,0.891,3.35,1,3.39,4
728,728_3,machinery,specialist,349.03,26,1,0.012,0.944,88.4,4.37,4.67,0.851,4.02,0,3.8,3
728,728_4,machinery,balanced,275.3,22,0.946,0.039,0.907,88.3,4.18,3.93,0.877,2.63,1,2.32,2
728,728_5,machinery,budget,195.6,29,0.9,0.026,0.913,84.2,3.44,3.25,0.873,3.78,1,2.17,3
728,728_6,machinery,balanced,289.04,23,0.991,0.001,0.921,87.6,4.74,3.92,0.926,3.22,0,2.75,0
728,728_7,machinery,specialist,379.9,19,0.998,0.001,0.924,91.5,4.16,4.94,0.932,4.01,1,3.47,3
728,728_8,machinery,premium,434.33,22,1,0.001,0.968,89.1,4.87,4.16,0.853,3.69,1,2.98,4
729,729_1,electronics,budget,147.07,11,0.924,0.062,0.85,78.4,3.82,4.03,0.954,2.02,0,4.13,1
729,729_2,electronics,budget,145.52,8,0.9,0.057,0.892,84.6,4.1,3.87,0.872,3.01,1,3.59,3
729,729_3,electronics,budget,184.94,19,0.905,0.057,0.879,92.1,4.12,4.08,0.837,1,1,2.83,4
729,729_4,electronics,budget,169.34,13,0.949,0.074,0.858,75,4.24,3.76,0.82,3.03,0,2.76,2
729,729_5,electronics,balanced,217.14,12,0.949,0.026,0.907,85.8,4.36,4.37,0.844,2.62,1,1,3
729,729_6,electronics,balanced,223.25,7,0.956,0.022,0.896,88.2,3.93,3.96,0.793,2.01,1,3.26,3
729,729_7,electronics,balanced,198.71,10,0.972,0.004,0.917,79.8,3.99,3.85,0.926,2.08,1,1,3
729,729_8,electronics,specialist,247.84,9,1,0.001,0.924,85.6,4.47,4.74,0.817,3.98,1,3.41,1
730,730_1,chemicals,specialist,144.63,18,0.969,0.001,0.939,81.4,4.29,3.55,0.973,2.08,1,2.47,2
730,730_2,chemicals,budget,108.54,20,0.9,0.074,0.901,82.2,4.36,4.87,0.884,2.05,1,2.9,1
730,730_3,chemicals,specialist,140,15,0.985,0.001,0.933,89.7,4.31,4,0.883,2.28,1,3.25,1
730,730_4,chemicals,budget,120.26,23,0.913,0.038,0.865,84.7,4.14,3.54,0.966,3.76,1,2.77,4
730,730_5,chemicals,specialist,163.09,14,0.985,0.001,0.937,85.1,4.44,4.63,0.88,2.47,1,4.31,2
730,730_6,chemicals,balanced,103.74,16,0.963,0.009,0.949,87.1,4.65,3.88,0.854,1.89,1,2.48,2
730,730_7,chemicals,balanced,96.92,16,0.936,0.032,0.857,97.5,4.18,4.12,0.956,3.65,1,1.81,4
731,731_1,machinery,balanced,250.41,24,0.963,0.026,0.905,75.9,4.61,4.89,0.839,4.21,1,2.17,2
731,731_2,machinery,budget,219.68,29,0.919,0.06,0.865,86.4,4.29,3.93,0.839,4.79,1,2.73,3
731,731_3,machinery,specialist,360.17,24,0.984,0.003,0.971,92.6,4.07,4.72,0.803,3.57,0,1.82,3
731,731_4,machinery,budget,189.4,32,0.908,0.024,0.869,83.5,3.84,3.92,0.837,4.25,1,1.79,1
731,731_5,machinery,specialist,369.28,22,1,0.001,0.986,90.2,4.6,3.36,0.855,1.58,1,1.3,3
732,732_1,chemicals,balanced,93.61,14,0.961,0.027,0.955,86.8,4.36,3.83,0.757,4.28,0,1,1
732,732_2,chemicals,budget,72.58,17,0.958,0.069,0.856,86,3.99,4.4,0.802,2.63,1,3.67,3
732,732_3,chemicals,balanced,115.56,22,0.988,0.016,0.934,79.4,4.29,3.54,0.84,3.6,0,1.77,3
732,732_4,chemicals,balanced,129.69,19,0.984,0.001,0.894,75,4.61,4.8,0.872,3.79,1,3.31,3
732,732_5,chemicals,specialist,151.87,12,1,0.001,0.932,84.6,4.5,3.89,0.829,3.69,1,3.1,2
732,732_6,chemicals,budget,107.17,22,0.912,0.066,0.876,85,4.26,3.89,0.756,4.24,0,3.46,2
732,732_7,chemicals,balanced,111.73,10,0.972,0.007,0.882,75,4.08,4.13,0.856,2.58,0,1.56,3
732,732_8,chemicals,budget,72.39,19,0.937,0.077,0.899,89.3,4,3.47,0.844,3.15,0,2.03,0
732,732_9,chemicals,premium,173.96,10,1,0.001,0.981,87.7,4.77,4.29,0.797,1.82,0,1.96,4
733,733_1,automotive,specialist,152.66,20,1,0.001,0.932,85.9,4.8,4.66,0.935,1.48,0,1.99,2
733,733_2,automotive,specialist,207.58,16,1,0.001,0.95,79.7,4.41,4.4,0.875,3.31,0,2.43,2
733,733_3,automotive,balanced,125.36,12,0.964,0.008,0.95,88.2,4.59,4.62,0.837,2.72,1,2.78,2
733,733_4,automotive,budget,82.16,18,0.904,0.085,0.853,90.6,3.85,4,0.845,1.19,1,1.79,3
733,733_5,automotive,budget,106.31,16,0.952,0.057,0.898,83.8,3.95,4.41,0.916,1,1,2.07,3
733,733_6,automotive,budget,88.35,12,0.907,0.032,0.88,84,4.1,4.63,0.83,1.36,1,3.25,3
733,733_7,automotive,specialist,183.57,16,1,0.001,0.951,82.9,3.87,3.67,0.82,3.49,1,1.26,1
733,733_8,automotive,balanced,125.79,14,0.968,0.006,0.907,75.9,4.35,4.21,0.945,2.37,1,1.8,3
734,734_1,automotive,premium,212.23,15,1,0.001,0.917,82.3,4.56,4.36,0.89,2.64,0,1,2
734,734_2,automotive,specialist,187.1,13,0.993,0.009,0.938,92.5,4.48,4.87,0.796,3.25,1,2,3
734,734_3,automotive,balanced,148.45,9,0.96,0.029,0.914,77.9,4.58,2.98,0.874,1.66,1,2.11,2
734,734_4,automotive,specialist,173.36,13,1,0.001,0.918,75,4.32,4.91,0.786,3.47,0,3.26,2
734,734_5,automotive,specialist,191,13,1,0.001,0.924,84.9,4.7,4.64,0.86,4.15,1,2.03,3
734,734_6,automotive,specialist,161.45,12,0.984,0.001,0.971,98,4.68,4.73,0.803,2.65,1,2.17,3
734,734_7,automotive,budget,130.45,21,0.922,0.055,0.914,86.5,3.79,3.95,0.777,2.24,1,1.29,3
735,735_1,materials,premium,109.75,17,1,0.001,0.972,84,4.74,5,0.878,2.38,0,2.3,3
735,735_2,materials,balanced,77.06,20,0.915,0.001,0.929,80.1,4.63,3.76,0.905,2.39,1,4,2
735,735_3,materials,premium,104.18,18,1,0.001,0.946,81,4.41,4.59,0.828,4.83,0,2.4,4
735,735_4,materials,balanced,76.7,24,0.957,0.001,0.934,86,4.21,4.45,0.901,3.85,0,4.64,2
735,735_5,materials,premium,114.26,11,1,0.001,0.936,92.3,4.53,4.8,0.851,3.37,1,2.8,4
736,736_1,electronics,budget,158.41,15,0.951,0.064,0.885,80.3,4.43,3.63,0.88,4.91,1,4.23,2
736,736_2,electronics,budget,176.94,15,0.903,0.059,0.894,87.3,4.25,4.14,0.808,2.67,0,3.85,2
736,736_3,electronics,specialist,243.03,13,1,0.001,0.949,86.6,4.41,4.15,0.887,1.98,1,1.86,3
736,736_4,electronics,premium,241.98,5,1,0.001,0.99,84.4,4.71,5,0.819,3.35,1,1,2
736,736_5,electronics,specialist,209.05,10,0.957,0.001,0.949,95.7,4.19,3.97,0.786,2.79,1,4.38,2
736,736_6,electronics,specialist,227.61,12,0.991,0.001,0.962,90.4,4.41,5,0.825,4,1,3.06,4
736,736_7,electronics,balanced,202.42,11,0.96,0.043,0.932,82.2,3.93,4.36,0.882,2.21,1,2.5,4
736,736_8,electronics,balanced,197.51,8,0.954,0.024,0.891,83,4.06,2.91,0.924,3.5,0,2.9,1
736,736_9,electronics,balanced,212.28,8,0.949,0.002,0.914,86,3.83,5,0.81,3.9,1,3.15,2
736,736_10,electronics,budget,175.36,17,0.955,0.07,0.909,84.4,4.02,3.66,0.875,2.18,1,4.99,3
737,737_1,chemicals,premium,202.43,16,1,0.001,0.935,81.9,4.97,5,0.876,2.69,1,1.9,3
737,737_2,chemicals,specialist,148.03,16,0.985,0.001,0.956,93.8,4.88,4.6,0.865,2.14,0,2.39,3
737,737_3,chemicals,premium,125.17,16,1,0.001,0.99,85.7,5,5,0.938,2.26,1,1,3
737,737_4,chemicals,balanced,85.23,16,0.964,0.034,0.931,84.6,4.49,3.01,0.903,3.51,0,1.36,3
737,737_5,chemicals,balanced,143.26,18,0.976,0.006,0.909,80.9,4.13,4.21,0.909,3.71,0,3.87,3
738,738_1,machinery,premium,411.39,26,1,0.001,0.914,82.9,5,4.17,0.875,2.37,1,2.4,2
738,738_2,machinery,specialist,315.57,20,0.972,0.001,0.952,84.4,4.31,4.38,0.821,3.01,0,2.16,2
738,738_3,machinery,specialist,373.6,22,1,0.001,0.947,82.5,4.57,4.78,0.836,3.55,1,2.9,1
738,738_4,machinery,premium,358.17,15,0.996,0.001,0.937,78.4,5,4.44,0.872,3.25,0,1.68,4
738,738_5,machinery,premium,423.11,24,1,0.001,0.956,85.1,4.5,4.97,0.897,3.07,1,1,1
738,738_6,machinery,balanced,313.11,21,0.989,0.001,0.939,77.2,4.51,3.32,0.817,1,1,2.78,4
738,738_7,machinery,premium,473.59,20,0.997,0.001,0.962,83.5,4.85,4.48,0.92,3.35,1,1.36,0
739,739_1,chemicals,balanced,140.42,26,0.96,0.029,0.903,89.4,4.75,3.91,0.822,3.75,0,1.08,4
739,739_2,chemicals,balanced,118.5,15,0.969,0.027,0.906,86.7,4.41,4.18,0.786,2.46,1,1.88,1
739,739_3,chemicals,premium,119.86,10,1,0.001,0.908,84.7,4.52,3.61,0.826,3.13,1,2.45,3
739,739_4,chemicals,budget,81.67,27,0.9,0.036,0.883,88,4.44,3.27,0.795,4.99,1,1.52,4
739,739_5,chemicals,specialist,161.37,21,1,0.001,0.932,88.6,4.78,5,0.897,3.79,1,1.25,4
740,740_1,materials,balanced,65.56,19,0.961,0.017,0.915,80.8,3.92,4.11,0.808,2.1,1,1.6,3
740,740_2,materials,budget,80.79,30,0.929,0.074,0.871,93.5,3.93,3.97,0.821,1.85,1,1.54,3
740,740_3,materials,premium,111.26,12,1,0.001,0.958,86.8,4.68,4.14,0.855,1.82,1,2.08,4
740,740_4,materials,specialist,79.43,14,0.992,0.001,0.951,84.9,4.25,4.15,0.832,4.58,1,2.78,3
740,740_5,chemicals,specialist,150.3,14,0.976,0.001,0.949,85.5,5,4.52,0.826,3.14,1,1,2
740,740_6,materials,balanced,56.21,21,0.994,0.013,0.87,88.5,4.24,3.98,0.86,4.81,0,2.17,1
741,741_1,machinery,balanced,294.32,32,0.951,0.034,0.93,86.5,4.48,4.15,0.898,2.33,0,1.63,3
741,741_2,automotive,balanced,111.87,11,0.981,0.011,0.928,81.4,4.52,4.85,0.962,3.65,1,1,3
741,741_3,automotive,budget,91.46,17,0.915,0.067,0.917,79.4,3.59,4.1,0.921,1.3,1,2.67,3
741,741_4,automotive,premium,169.85,6,1,0.001,0.99,77.2,5,4,0.795,1.75,1,2.12,3
741,741_5,machinery,budget,167.68,31,0.912,0.042,0.88,89.5,4.05,3.7,0.884,3.55,1,1.99,3
742,742_1,materials,balanced,78.51,15,0.967,0.023,0.922,87.2,4.21,4.03,0.833,3.12,0,3.01,2
742,742_2,materials,budget,67.65,22,0.95,0.045,0.86,87.4,3.97,4.07,0.776,2.95,1,4.76,4
742,742_3,materials,specialist,86.26,18,0.993,0.001,0.956,87.2,4.4,4.12,0.892,2.41,0,3.32,3
742,742_4,materials,budget,63.08,24,0.935,0.065,0.865,90.5,3.98,4.42,0.874,2.73,0,2.71,2
742,742_5,materials,specialist,77.79,15,1,0.001,0.961,75,4.04,4.15,0.899,2.13,0,3.57,2
743,743_1,machinery,budget,239.34,25,0.9,0.047,0.884,91.1,4.12,3.94,0.898,3.17,0,4.46,1
743,743_2,machinery,premium,449.44,20,1,0.001,0.915,80.9,4.97,4.03,0.792,4.37,0,2.82,2
743,743_3,machinery,premium,433.09,17,1,0.001,0.912,89.7,4.87,3.33,0.826,3.39,0,2.93,1
743,743_4,machinery,premium,414.48,20,1,0.001,0.968,87.9,4.87,5,0.813,4.4,0,4.09,1
743,743_5,machinery,budget,284.28,23,0.9,0.051,0.876,81.8,4.2,3.45,0.795,2.41,0,3.5,3
743,743_6,machinery,budget,222.93,28,0.921,0.075,0.874,90.5,3.99,4.26,0.871,4.56,1,3.21,3
744,744_1,chemicals,premium,133.53,8,1,0.001,0.963,76.6,5,4.05,0.829,3.43,0,2.54,1
744,744_2,chemicals,budget,63.2,21,0.9,0.048,0.881,89.7,3.96,4.42,0.861,2.98,1,2.57,3
744,744_3,chemicals,balanced,134.78,15,0.953,0.011,0.947,87.8,4.39,5,0.882,2.13,1,1,0
744,744_4,chemicals,budget,95.41,19,0.913,0.046,0.919,90.4,3.87,3.23,0.932,1.68,1,1.87,2
744,744_5,chemicals,budget,42.13,28,0.9,0.043,0.903,89.4,3.94,4.1,0.807,4.03,1,5,4
744,744_6,chemicals,premium,140.83,24,1,0.001,0.948,88.9,4.8,3.99,0.805,2.89,1,2.47,3
744,744_7,chemicals,premium,179.26,18,1,0.001,0.968,86,4.57,4.66,0.924,3.27,1,3.79,2
744,744_8,chemicals,budget,96.48,25,0.944,0.019,0.858,85.6,3.79,3.99,0.77,2.71,1,1.82,2
744,744_9,chemicals,budget,96.64,20,0.95,0.043,0.85,86.3,4.06,4.07,0.807,2.94,1,2.97,4
744,744_10,chemicals,balanced,114.78,16,0.941,0.025,0.925,82.5,4.22,3.84,0.949,4.95,1,2.39,2
745,745_1,automotive,premium,221.45,13,0.991,0.001,0.936,80.5,4.88,4.67,0.914,3.55,0,2.23,3
745,745_2,automotive,premium,239.49,10,1,0.001,0.953,83.3,4.75,4.75,0.9,3.53,1,2.9,3
745,745_3,automotive,specialist,177.99,14,1,0.001,0.894,80.8,4.59,5,0.868,3.42,1,2.5,2
745,745_4,machinery,budget,215.86,37,0.93,0.038,0.881,77,3.84,4.12,0.903,3.8,1,2.29,2
745,745_5,automotive,specialist,151.2,10,0.975,0.001,0.961,89.1,4.31,4.14,0.856,4.25,0,4.08,3
745,745_6,automotive,balanced,119.37,11,0.98,0.02,0.927,76.9,4.97,3.57,0.782,3.65,1,2.07,1
745,745_7,automotive,premium,183.31,11,1,0.001,0.96,92.4,4.58,4.31,0.856,2.81,0,3.05,0
745,745_8,machinery,specialist,401.49,21,1,0.001,0.921,82.8,4.73,4.47,0.819,3.89,1,1.3,4
745,745_9,automotive,premium,197.94,4,1,0.001,0.966,85.8,5,4.09,0.882,3.63,1,2.92,4
745,745_10,machinery,specialist,348.79,19,0.979,0.001,0.951,87.2,4.1,5,0.832,2.59,1,3.74,2
746,746_1,electronics,premium,271.27,6,1,0.001,0.954,79.9,5,4.35,0.814,4.49,1,2.19,3
746,746_2,electronics,budget,122.73,12,0.942,0.081,0.875,88,3.93,5,0.848,3.44,1,1.33,3
746,746_3,electronics,specialist,213.17,6,1,0.001,0.933,90.3,4.63,4.88,0.881,1,1,2.97,2
746,746_4,electronics,budget,165.75,15,0.918,0.091,0.877,97.2,4.37,4.32,0.854,1.58,1,1.97,2
746,746_5,electronics,budget,148.9,16,0.924,0.051,0.9,88.1,4.04,3.98,0.87,3.36,1,2.53,3
746,746_6,electronics,balanced,224.51,11,0.971,0.011,0.884,81.7,4.88,3.66,0.835,1.96,1,3,3
746,746_7,electronics,premium,234.98,13,1,0.001,0.96,90.6,4.81,3.9,0.7,2.38,1,1,2
746,746_8,electronics,specialist,309.44,9,1,0.001,0.92,82.5,4.77,4.31,0.834,2.75,1,4.04,3
747,747_1,machinery,premium,387.73,17,1,0.001,0.934,78.8,4.82,4.05,0.791,4.15,1,1.12,2
747,747_2,machinery,budget,193.45,35,0.934,0.058,0.85,91.3,4.3,3.87,0.83,3.96,1,1,0
747,747_3,machinery,budget,201.62,34,0.919,0.051,0.89,82.7,3.88,3.53,0.855,2.91,1,3.26,4
747,747_4,machinery,specialist,359.43,31,1,0.005,0.91,81.7,4.38,4.27,0.864,2.04,1,3.36,3
747,747_5,machinery,budget,240.23,38,0.915,0.042,0.858,89.9,4.37,3.92,0.8,1.28,1,1.38,3
747,747_6,machinery,balanced,302.5,27,0.961,0.048,0.906,86.1,4.37,4.25,0.779,1.63,1,4.8,4
747,747_7,machinery,budget,199.66,26,0.941,0.062,0.862,95.9,4.28,3.03,0.904,4.23,1,2.18,3
747,747_8,machinery,balanced,261.91,22,0.959,0.001,0.919,89.3,5,4.25,0.848,5,1,3.03,4
747,747_9,machinery,budget,264.4,35,0.9,0.056,0.923,79.3,4.04,4.87,0.93,1.43,1,1.36,2
747,747_10,machinery,budget,232.35,34,0.961,0.045,0.901,86.1,3.61,3.9,0.867,4.25,1,1.65,3
748,748_1,machinery,budget,264.56,32,0.904,0.037,0.894,81.4,4.26,4.52,0.829,3.63,1,2.53,3
748,748_2,machinery,premium,422.94,13,1,0.001,0.902,89.8,4.11,4.29,0.848,4.43,1,1,2
748,748_3,machinery,balanced,258.16,23,0.958,0.001,0.853,81,4.29,4.4,0.779,4.52,1,2.04,3
748,748_4,machinery,budget,237.41,31,0.927,0.068,0.875,91.8,4.06,4.48,0.845,4.05,1,1,2
748,748_5,machinery,specialist,372.41,22,1,0.001,0.893,88.4,4.55,5,0.809,2.36,1,1,2
748,748_6,machinery,premium,417.67,22,1,0.001,0.948,78,4.58,5,0.86,3.63,1,1,4
749,749_1,electronics,balanced,187.5,20,0.956,0.024,0.901,77.7,3.53,3.77,0.945,1.85,1,1.35,0
749,749_2,electronics,balanced,190.64,9,0.983,0.011,0.921,82.9,4.51,3.94,0.842,3.86,1,2.22,4
749,749_3,electronics,premium,275.57,14,1,0.001,0.966,82.7,4.89,4.33,0.81,3.72,1,2.74,3
749,749_4,electronics,premium,263.18,10,1,0.001,0.945,92.9,4.92,4.9,0.745,2.22,1,2.28,2
749,749_5,electronics,premium,291.91,6,1,0.001,0.963,98,5,3.81,0.871,4.53,1,3.97,4
749,749_6,electronics,budget,146.94,13,0.9,0.036,0.884,86.4,3.35,4.15,0.911,2.1,1,1.84,1
749,749_7,electronics,balanced,185.62,11,0.942,0.03,0.934,81.7,3.62,4.05,0.843,1.17,1,4.55,4
749,749_8,electronics,specialist,221.66,13,1,0.001,0.899,77.8,4.46,4.06,0.869,2.53,1,2.23,1
749,749_9,electronics,budget,124.97,13,0.943,0.045,0.859,80.8,3.89,3.39,0.854,4.93,1,3.4,2
749,749_10,electronics,specialist,213.98,9,1,0.001,0.931,86.1,4.36,4.29,0.903,2.69,1,2.11,3
750,750_1,electronics,specialist,284.32,11,1,0.001,0.933,90,4.8,4.42,0.877,1.09,1,1.68,2
750,750_2,electronics,balanced,203.89,8,0.948,0.005,0.939,76.8,3.92,4.15,0.831,1,0,1.77,3
750,750_3,electronics,balanced,219.28,9,0.964,0.001,0.898,90.5,4.06,3.94,0.854,3.11,0,3.44,1
750,750_4,electronics,premium,253.88,4,1,0.001,0.92,79.7,5,4.24,0.866,3.46,1,1.74,2
750,750_5,electronics,specialist,249.04,10,1,0.001,0.943,77.5,4.22,4.3,0.976,3.03,1,4.48,3
750,750_6,electronics,premium,266.43,11,1,0.001,0.939,78.6,4.65,3.95,0.795,2.65,0,3.29,3
750,750_7,electronics,balanced,205.89,6,0.952,0.012,0.949,78.9,3.78,4.01,0.928,2.69,1,1.7,3
750,750_8,electronics,budget,155.14,15,0.976,0.042,0.879,82.3,3.81,3.98,0.949,2.01,1,1,3
751,751_1,automotive,premium,231.64,10,1,0.001,0.948,84.2,4.93,4.37,0.791,1.87,0,4.04,2
751,751_2,automotive,premium,202.71,11,1,0.001,0.959,77.5,4.74,3.53,0.887,2.55,1,2.62,3
751,751_3,automotive,premium,193.73,13,1,0.001,0.987,84.5,4.61,4.27,0.789,1.57,1,3.32,2
751,751_4,automotive,balanced,142.62,23,1,0.027,0.892,90.4,3.76,3.55,0.851,4.62,0,3.29,2
751,751_5,automotive,premium,180.63,10,1,0.001,0.938,86.6,5,3.99,0.869,3.34,1,3.25,4
751,751_6,automotive,specialist,199,16,0.979,0.001,0.988,96.2,4.56,3.84,0.847,3.27,0,2.51,2
751,751_7,automotive,specialist,191.35,13,1,0.001,0.926,95,4.82,4.42,0.884,4.82,0,3.82,4
751,751_8,automotive,specialist,177.5,14,1,0.003,0.915,83.8,4.23,4.07,0.813,3.07,0,2.57,2
751,751_9,automotive,budget,112.56,20,0.941,0.065,0.867,83.3,4.25,4.17,0.88,1,0,3.15,4
752,752_1,electronics,specialist,258.75,9,0.968,0.001,0.927,89.7,4.19,4.24,0.823,3.39,1,3.54,3
752,752_2,electronics,premium,257.46,6,1,0.001,0.977,89.4,4.37,4.32,0.918,2.8,1,2.75,3
752,752_3,electronics,premium,304.67,12,1,0.001,0.938,75.9,4.95,4.8,0.855,2.85,1,2.4,4
752,752_4,electronics,budget,130.91,6,0.919,0.051,0.901,90.5,3.96,3.55,0.793,3.56,1,3.77,2
752,752_5,electronics,premium,245.82,11,1,0.001,0.944,93.4,4.74,5,0.861,3.44,1,3.5,2
752,752_6,electronics,specialist,249.38,9,0.964,0.001,0.938,75.9,3.92,4.56,0.857,2.7,1,1,3
752,752_7,electronics,premium,301.96,11,1,0.001,0.965,81.3,4.9,4.62,0.858,1.97,1,3.55,3
753,753_1,chemicals,specialist,171.53,7,0.975,0.001,0.907,87.6,4.31,3.98,0.806,4.7,1,1.6,3
753,753_2,chemicals,specialist,146.07,14,0.987,0.001,0.933,84.5,4.68,4.25,0.806,2.53,1,1.91,4
753,753_3,chemicals,specialist,120.74,15,0.999,0.001,0.921,86.1,4.37,5,0.892,1,1,2.84,3
753,753_4,chemicals,specialist,148.89,13,0.981,0.001,0.968,80.1,3.62,4.3,0.885,2.15,1,1.1,2
753,753_5,chemicals,premium,165.67,14,1,0.001,0.99,89.6,4.59,3.84,0.899,2.14,0,3.94,1
753,753_6,chemicals,balanced,114.49,18,0.973,0.004,0.885,85.9,4.34,4.32,0.922,3.72,0,3.13,3
753,753_7,chemicals,specialist,151.49,18,0.989,0.001,0.914,87.7,4.2,3.92,0.883,2.43,0,4.91,4
753,753_8,chemicals,budget,101.77,27,0.901,0.061,0.876,76.8,4.13,4.25,0.818,3.53,1,1.78,3
753,753_9,chemicals,specialist,160.33,21,0.983,0.001,0.952,86.4,4.59,4.08,0.897,3.25,0,2.02,4
754,754_1,chemicals,specialist,151.73,19,0.981,0.001,0.987,81.4,4.82,4.44,0.837,3.88,0,2.16,3
754,754_2,chemicals,premium,185.96,9,1,0.001,0.95,87.8,4.57,5,0.948,3.88,1,1.41,2
754,754_3,chemicals,premium,149.01,19,1,0.001,0.99,79.3,5,4.52,0.811,3.31,1,1.91,3
754,754_4,machinery,premium,362.91,17,1,0.001,0.929,91.9,4.68,4.28,0.866,4.45,0,1.33,2
754,754_5,chemicals,specialist,203.44,15,1,0.001,0.868,83,5,3.91,0.924,2.25,1,1.93,3
754,754_6,machinery,specialist,347,26,1,0.001,0.925,83.4,4.78,3.97,0.828,2.56,1,1.67,3
754,754_7,chemicals,budget,90.07,28,0.927,0.048,0.881,90.7,3.85,3.53,0.926,3.55,0,1,3
755,755_1,chemicals,balanced,112.68,15,0.962,0.027,0.875,81.7,4.17,4.43,0.811,3.81,1,2.69,3
755,755_2,chemicals,budget,104.53,18,0.957,0.034,0.862,92.3,3.92,4,0.847,3.99,1,2.75,2
755,755_3,chemicals,premium,160.98,14,1,0.001,0.975,89,4.97,4.57,0.931,4.02,1,2.65,2
755,755_4,chemicals,budget,117.08,18,0.9,0.037,0.913,82,3.66,3.89,0.859,3.32,1,5,2
755,755_5,chemicals,premium,157.78,11,1,0.001,0.938,90.5,4.33,4.17,0.786,2.61,1,1,3
755,755_6,chemicals,premium,144.06,11,0.998,0.001,0.943,82,4.15,4.62,0.834,2.22,1,1.97,4
755,755_7,chemicals,specialist,145.34,17,0.967,0.001,0.962,82.2,4.24,5,0.806,4.35,1,2.55,2
755,755_8,chemicals,balanced,118.55,14,0.946,0.027,0.915,95.6,4.23,3.5,0.82,3.18,0,1.99,0
755,755_9,chemicals,specialist,133.13,15,1,0.001,0.937,88.2,4.73,4.54,0.876,5,0,1.22,0
755,755_10,chemicals,specialist,131.56,19,1,0.001,0.948,90.7,4.82,3.8,0.884,3.5,1,3.42,3
756,756_1,materials,balanced,69.49,27,0.941,0.001,0.914,77.4,3.88,4.5,0.912,3.1,1,3.62,4
756,756_2,materials,premium,103.13,14,1,0.001,0.909,84.7,4.7,4.32,0.872,5,1,3.47,3
756,756_3,electronics,balanced,221.25,15,0.982,0.035,0.929,82.5,3.96,4.32,0.799,2.65,1,2.52,3
756,756_4,electronics,balanced,202.14,9,0.949,0.004,0.923,82.7,4.27,3.6,0.806,3.57,0,3.31,2
756,756_5,electronics,specialist,226.82,11,0.969,0.001,0.946,85.4,4.64,3.65,0.819,2.7,0,3.78,3
756,756_6,materials,budget,36.64,19,0.937,0.057,0.875,78.5,4.12,4.18,0.866,2.98,1,5,3
757,757_1,automotive,premium,199.55,14,1,0.001,0.949,88.6,4.57,4.83,0.835,2.24,1,2.01,4
757,757_2,automotive,specialist,202.56,11,1,0.006,0.928,93.4,4.32,4.18,0.912,2.74,1,1.78,0
757,757_3,automotive,budget,126.16,18,0.95,0.04,0.85,81.8,3.65,4.07,0.84,4.19,1,1.87,4
757,757_4,automotive,specialist,200.94,12,0.999,0.001,0.945,84.8,4.5,4.61,0.81,3.15,1,1.98,1
757,757_5,automotive,premium,201.4,14,1,0.001,0.954,83.6,5,4.73,0.909,3.25,1,1.83,2
